name,uni_roll,branch
Michael Meyer,UNI000779,CSE
Kerri Knapp,UNI000780,CSE
Bobby Solomon,UNI000781,CE
Philip Powell,UNI000782,CE
Anthony Bell,UNI000783,CHE
Kimberly Mcdonald,UNI000784,CHE
Daniel Sims,UNI000785,EE
Glenn Salazar,UNI000786,CHE
Megan Gillespie MD,UNI000787,CSE
Teresa Henderson,UNI000788,ME
Roberto Walter,UNI000789,CE
Aaron Calderon,UNI000790,CHE
Erik Ramos,UNI000791,BT
Toni Jordan,UNI000792,CE
Kelly Parker,UNI000793,EE
Tyler Baker,UNI000794,EE
Sean Johnson,UNI000795,EE
James Roman,UNI000796,ME
Suzanne Nelson,UNI000797,PHM
Jose Mitchell,UNI000798,CE
Andrew Gonzalez,UNI000799,CSE
Jeremy Lucero,UNI000800,PHM
Robert Sanchez,UNI000801,EE
Yolanda Jordan,UNI000802,CE
Zachary Herrera,UNI000803,ME
Shirley Turner,UNI000804,EE
Gary Powell,UNI000805,ECE
Mike Oneill,UNI000806,CHE
Brittany Oconnor,UNI000807,PHM
Shannon Baker,UNI000808,ECE
Becky Callahan,UNI000809,CE
Brandy Obrien,UNI000810,EE
Matthew Armstrong,UNI000811,CSE
Jennifer Thomas,UNI000812,CSE
Lauren Price,UNI000813,CSE
Brian Mcconnell,UNI000814,EE
Jennifer Hamilton,UNI000815,CSE
Ethan Krause,UNI000816,CE
Melanie Carney,UNI000817,CE
Marissa Mills,UNI000818,ME
Tammy Howe,UNI000819,CSE
Julie Lewis,UNI000820,CE
Trevor Moore,UNI000821,CSE
Jason Nelson,UNI000822,CHE
Brittany Meyer,UNI000823,PHM
Joseph Rasmussen,UNI000824,CE
Crystal Smith MD,UNI000825,PHM
Jonathan Charles,UNI000826,ECE
Tiffany Lewis,UNI000827,ME
Kimberly Harrison,UNI000828,CSE
Christian Palmer,UNI000829,BT
Bethany Turner,UNI000830,CHE
Erica Mueller,UNI000831,CE
Connie Mccoy,UNI000832,PHM
Katie Davidson,UNI000833,CSE
Rachel Mendoza,UNI000834,PHM
Angela Hall,UNI000835,CE
Chad Watson,UNI000836,BT
Darren Moore,UNI000837,PHM
Manuel Barker,UNI000838,ECE
Johnny Williams,UNI000839,CSE
Robert Marquez,UNI000840,PHM
Kevin Lambert,UNI000841,BT
Stephanie Romero,UNI000842,CE
Krista Daniel,UNI000843,BT
Renee Young,UNI000844,EE
Peter Martin,UNI000845,CHE
Michael Howell,UNI000846,PHM
Louis Reese,UNI000847,CHE
Denise Weiss,UNI000848,CSE
James Patterson,UNI000849,PHM
David Wallace,UNI000850,ECE
Terry Cox,UNI000851,ME
Gina Conley,UNI000852,CSE
Luis Lopez,UNI000853,EE
Julie Greene,UNI000854,CHE
Mark Johnson,UNI000855,CHE
Jorge House,UNI000856,CE
Sylvia Henry,UNI000857,ME
Anthony Robbins,UNI000858,CSE
Jason Villarreal,UNI000859,CHE
Debra Berry,UNI000860,BT
Clifford Clark Jr.,UNI000861,ME
Dana Stevenson,UNI000862,ME
Edward Reynolds,UNI000863,ME
Joseph Snyder,UNI000864,CHE
Dennis Rodriguez,UNI000865,PHM
Gavin Stanley,UNI000866,CHE
David Page,UNI000867,CE
Michelle Suarez,UNI000868,BT
Michele Dunlap,UNI000869,ME
David Lambert,UNI000870,ECE
Alexander Lang DDS,UNI000871,ECE
Jeffrey Allen,UNI000872,ECE
John Anderson,UNI000873,CSE
Dylan Rodriguez,UNI000874,BT
Lisa Turner,UNI000875,CSE
Alexander Crawford,UNI000876,CE
Sabrina Mack,UNI000877,CE
Patrick Herrera,UNI000878,CE
Tammy Moses,UNI000879,EE
James Combs,UNI000880,PHM
Jennifer Contreras,UNI000881,CSE
William Kim,UNI000882,BT
Brandon Barnett,UNI000883,EE
James Nunez,UNI000884,CE
Cameron Harris,UNI000885,CHE
Jason Meyer,UNI000886,ECE
Pamela Baker,UNI000887,ECE
Sherry Soto,UNI000888,CSE
Margaret Rice,UNI000889,CE
Janice Beard,UNI000890,ECE
Alexis Berry,UNI000891,ME
Mark Torres,UNI000892,CE
Colleen Watson,UNI000893,PHM
Rhonda Ewing,UNI000894,ECE
Kirk Key,UNI000895,ME
Barbara Deleon,UNI000896,ECE
Hannah Nichols,UNI000897,CE
John Hunter MD,UNI000898,ME
Alexa Nelson,UNI000899,EE
David Flores,UNI000900,ECE
Taylor Gross,UNI000901,BT
Michael Everett,UNI000902,PHM
Robert Harvey,UNI000903,ECE
Mr. Ruben Martin,UNI000904,CE
Ashley Hamilton,UNI000905,EE
Joseph Harrison,UNI000906,ECE
William Perry,UNI000907,EE
Jacqueline Williams,UNI000908,ME
Richard Santiago,UNI000909,CHE
Justin Bates,UNI000910,CHE
Shane Hanson,UNI000911,CE
Kevin Rogers,UNI000912,PHM
Shawn Bass,UNI000913,ECE
Cheryl Bailey,UNI000914,ECE
Jeffery Benton,UNI000915,CHE
Richard Johnson,UNI000916,ME
Philip Jones,UNI000917,CHE
Ashley Collins,UNI000918,BT
Vanessa Lynch,UNI000919,ECE
Michael Kelly,UNI000920,CE
Matthew Sparks,UNI000921,EE
Brittany Glenn MD,UNI000922,ECE
Kevin Rosario,UNI000923,PHM
Travis White,UNI000924,CE
Monica Diaz,UNI000925,EE
Aaron Austin,UNI000926,PHM
Jose Butler,UNI000927,CSE
Ryan Henderson,UNI000928,ME
Zachary Galloway,UNI000929,CSE
Megan Sanders,UNI000930,CSE
Randall Jackson,UNI000931,ECE
Daniel Carter,UNI000932,ME
Gabriela Jenkins,UNI000933,ME
Donna Hahn,UNI000934,CHE
Jason Mcdaniel,UNI000935,PHM
Jacob Shelton,UNI000936,CE
Ashley Mckee,UNI000937,CE
Janet Rios,UNI000938,ME
Taylor Evans,UNI000939,CHE
Bryan Hernandez,UNI000940,CSE
Lisa Castaneda,UNI000941,CE
Maria Thomas,UNI000942,CE
Chelsea Doyle,UNI000943,CSE
Michael Day,UNI000944,CE
Nicole Gray,UNI000945,PHM
Joshua Lopez MD,UNI000946,BT
Brittany Holt,UNI000947,CSE
Colleen Morris,UNI000948,CE
Christopher Hughes,UNI000949,BT
Amy Jacobs,UNI000950,CSE
Bruce Anderson,UNI000951,ECE
Phillip Smith,UNI000952,PHM
Robert Johnson,UNI000953,CE
Joshua Banks,UNI000954,ME
Christine Greene,UNI000955,CE
Jeffrey Greene,UNI000956,ECE
Madeline Torres,UNI000957,PHM
Justin Sanchez,UNI000958,CSE
Sara Shaffer,UNI000959,EE
Jillian Johnson,UNI000960,BT
Kayla Romero,UNI000961,PHM
Brittany Sanchez,UNI000962,ME
Joseph Flores,UNI000963,BT
Calvin Kennedy,UNI000964,BT
Stephen Garcia,UNI000965,ME
Leslie Griffin,UNI000966,PHM
Elizabeth Mann,UNI000967,CSE
Philip Davenport,UNI000968,BT
Richard Hobbs,UNI000969,BT
Jacqueline Rangel,UNI000970,ME
Gabriel Scott,UNI000971,CE
Diana Shah,UNI000972,PHM
John Bradley,UNI000973,ME
Kimberly Huang,UNI000974,ME
Amanda Delacruz,UNI000975,ECE
Teresa Thompson,UNI000976,ECE
Ashley Ryan,UNI000977,PHM
Hannah Hayes,UNI000978,CE
Denise Solis,UNI000979,CE
Amy Harrison,UNI000980,PHM
Jay Williams,UNI000981,BT
Alexander Gomez,UNI000982,ECE
Anthony Morris,UNI000983,BT
Jennifer Butler,UNI000984,CE
Nancy Fisher,UNI000985,CE
Gabrielle Baker,UNI000986,ME
Savannah Moss,UNI000987,CSE
John Stephens,UNI000988,EE
Ashley Thomas,UNI000989,CE
Kerry Hernandez,UNI000990,CHE
Kristy Mendez,UNI000991,ECE
Steven Ramirez,UNI000992,PHM
Alexander Dunlap,UNI000993,PHM
Chad Phillips,UNI000994,CE
Tyler Mckenzie,UNI000995,CHE
Michael Berry,UNI000996,PHM
Jay Diaz,UNI000997,CSE
Virginia Arnold,UNI000998,CHE
Mary Young,UNI000999,CHE
Daniel Miles,UNI001000,PHM
Rhonda Cummings,UNI001001,EE
Herbert Gonzalez,UNI001002,EE
Elizabeth Schmidt,UNI001003,PHM
Sydney Thompson,UNI001004,ECE
Andrew Conrad,UNI001005,CSE
Robert Wilson,UNI001006,CSE
Joseph Diaz,UNI001007,BT
Gwendolyn Holland,UNI001008,PHM
Charles Noble,UNI001009,EE
Rebecca Sutton,UNI001010,ME
Amber Schwartz MD,UNI001011,CSE
Kristina Thompson,UNI001012,CSE
Brandon Dean,UNI001013,ME
Jessica Murphy,UNI001014,ECE
Vanessa Conner,UNI001015,PHM
Brian Jones,UNI001016,ME
Lydia Parker,UNI001017,PHM
Sara Garcia,UNI001018,ECE
Eric Murray,UNI001019,ME
Kim Pacheco,UNI001020,ME
Christopher Cook,UNI001021,ECE
Scott Taylor,UNI001022,ME
Leah Santos,UNI001023,BT
Thomas Santiago,UNI001024,CE
Brian Graves,UNI001025,BT
Mike Davis,UNI001026,ECE
Thomas Hartman,UNI001027,ECE
Elizabeth Collins,UNI001028,EE
Christina Brown,UNI001029,CE
Karen Thompson,UNI001030,EE
Curtis Watson,UNI001031,CE
Donna Sanders,UNI001032,ME
Jeremiah Cooper,UNI001033,PHM
Mitchell Johnson,UNI001034,ME
Christine Thomas,UNI001035,CE
Daniel Sanders,UNI001036,CHE
Timothy Robinson,UNI001037,ME
Ryan Parker,UNI001038,EE
Courtney Quinn,UNI001039,CHE
Cheyenne Mckinney,UNI001040,CE
Anna Camacho,UNI001041,CSE
Chelsea Summers,UNI001042,CE
Michael Hernandez,UNI001043,CE
Kristen Frazier,UNI001044,ME
Sheila Jones,UNI001045,PHM
Madison Hull,UNI001046,PHM
Travis Vargas,UNI001047,EE
John Stevens,UNI001048,ECE
Thomas Wright,UNI001049,CE
Nicholas Blair,UNI001050,BT
Mrs. Stephanie Hardy,UNI001051,BT
Chad Barnett,UNI001052,CSE
John Mckay,UNI001053,ME
Jacob Galloway,UNI001054,BT
Katherine Michael,UNI001055,EE
Sandra Woodard,UNI001056,BT
Steven Oneill,UNI001057,CHE
Robert Russell,UNI001058,PHM
Susan Torres,UNI001059,BT
Rebekah Crosby,UNI001060,CE
Anita Chase,UNI001061,ECE
Heather Barrett,UNI001062,CHE
Gabriela Simmons,UNI001063,BT
Michelle Kelly,UNI001064,BT
Christopher Snyder,UNI001065,PHM
Thomas Ryan,UNI001066,ME
Jason Williams,UNI001067,ECE
Cheryl Reynolds,UNI001068,EE
Jessica Valdez,UNI001069,BT
Debra Hess,UNI001070,ME
Amanda Norris,UNI001071,CE
Virginia Matthews,UNI001072,EE
Samantha Barrett,UNI001073,EE
Ashley Wright,UNI001074,PHM
Danielle Hickman,UNI001075,CHE
Brian Delgado,UNI001076,CE
Nicole Banks,UNI001077,EE
Michael Hines Jr.,UNI001078,BT
Sara Brown,UNI001079,CHE
Elizabeth Lucas,UNI001080,ME
Ashley Baird,UNI001081,BT
Richard Stevens,UNI001082,CHE
Sarah Robinson,UNI001083,BT
Christopher Morales,UNI001084,ME
Jeffery Hale,UNI001085,CSE
Yolanda Duke,UNI001086,CHE
Carolyn Calderon,UNI001087,EE
Stacey Murphy,UNI001088,CHE
Angela Sanders,UNI001089,CE
Amber Bennett,UNI001090,PHM
Robert Walker,UNI001091,CSE
Mark Scott,UNI001092,ME
Rita Rose,UNI001093,CHE
Darius Torres,UNI001094,ECE
Nancy Silva,UNI001095,CE
Brian Williams,UNI001096,BT
Brianna Ramos,UNI001097,CHE
Norman Robertson,UNI001098,CHE
Whitney Ward,UNI001099,PHM
Lisa Jones,UNI001100,ECE
Christine Fernandez,UNI001101,BT
Mrs. Eileen Haynes,UNI001102,CE
Robert Gonzales,UNI001103,PHM
Timothy Allen,UNI001104,BT
Adam Gonzalez,UNI001105,ECE
Jennifer Johnson,UNI001106,EE
John Coffey,UNI001107,PHM
Maria Douglas,UNI001108,CSE
Toni Graves,UNI001109,ECE
Jody Hobbs,UNI001110,ECE
Cheryl Mitchell,UNI001111,ECE
Emily Johnson,UNI001112,BT
Daniel Turner,UNI001113,ME
Brandon Burns,UNI001114,BT
David Whitaker,UNI001115,CE
Bruce Allen,UNI001116,ECE
William Walker,UNI001117,CE
Mary Saunders,UNI001118,CHE
Lisa Williams,UNI001119,EE
Andre Burke,UNI001120,EE
Dustin Williams,UNI001121,ME
Mariah Brown,UNI001122,EE
Evelyn Rodriguez,UNI001123,EE
Michael Jensen,UNI001124,CE
Kelly Matthews,UNI001125,ECE
Mary Tucker,UNI001126,BT
Thomas Moore,UNI001127,BT
Alicia Hardin,UNI001128,EE
Andrew Alexander,UNI001129,BT
Jack Owen,UNI001130,CE
Michael Hodge,UNI001131,CSE
Tyler Wilson,UNI001132,ME
Sarah Shelton,UNI001133,EE
Deborah Johnson,UNI001134,ECE
Tammy Morgan,UNI001135,EE
Deanna Taylor,UNI001136,EE
Lauren Jenkins,UNI001137,CE
Michael Ochoa,UNI001138,CSE
Stephen Clark,UNI001139,EE
Craig Kelley,UNI001140,ECE
Dawn Chaney,UNI001141,BT
Katie Nelson,UNI001142,EE
Debbie Harris,UNI001143,ECE
David Baker,UNI001144,CE
Sue Boone,UNI001145,CHE
Katherine Cameron,UNI001146,ECE
Michael Keith,UNI001147,ME
Cassandra Manning,UNI001148,CE
Katie Hancock,UNI001149,CSE
Erin Cruz,UNI001150,ME
Michael Hoffman,UNI001151,EE
Darren Smith,UNI001152,ECE
Sierra Bond,UNI001153,CHE
Lindsey Wood,UNI001154,CHE
Melissa Walter,UNI001155,EE
Michaela Cooper,UNI001156,ME
William Brown,UNI001157,CSE
Joan Mata,UNI001158,ECE
Ashley Higgins,UNI001159,ME
Katelyn Flynn,UNI001160,EE
Heather Bruce,UNI001161,BT
Henry Saunders,UNI001162,CHE
Megan Singleton,UNI001163,BT
Timothy Snyder,UNI001164,CE
Alexandra Manning,UNI001165,PHM
Jonathon Jones,UNI001166,PHM
Alan King,UNI001167,CSE
Justin Taylor,UNI001168,CHE
Shannon Perry,UNI001169,CSE
Matthew Moore,UNI001170,BT
Brandon Padilla,UNI001171,BT
Tina Nelson,UNI001172,PHM
Kenneth Reeves,UNI001173,ME
Jenna Brown,UNI001174,CE
Jennifer Smith,UNI001175,EE
Crystal Erickson,UNI001176,PHM
Roberto Cain,UNI001177,CHE
Andrew Anderson,UNI001178,CE
Mikayla Mata,UNI001179,ECE
Kevin Cline,UNI001180,CE
Joseph Smith,UNI001181,PHM
Brenda Harding,UNI001182,ME
Thomas Deleon,UNI001183,EE
Kaitlin Chavez,UNI001184,CSE
Diane Powers,UNI001185,PHM
Andrew Leblanc,UNI001186,CHE
Christy Riggs,UNI001187,PHM
Kelly Brown MD,UNI001188,PHM
Katelyn Clark,UNI001189,EE
Amanda Mccullough,UNI001190,ECE
John Barrett,UNI001191,ECE
Ronald Stewart,UNI001192,CHE
Nicole Conner,UNI001193,CHE
Jonathon Wilkerson,UNI001194,CE
Makayla Murphy,UNI001195,CHE
Dustin Taylor,UNI001196,ECE
Ryan Davis,UNI001197,ME
Karina Gardner,UNI001198,EE
Scott Oliver,UNI001199,PHM
Jillian Anderson,UNI001200,BT
Billy Ward,UNI001201,EE
Ethan Blair,UNI001202,BT
Karen Johnson,UNI001203,ECE
Robert Ramirez,UNI001204,EE
Katrina Hamilton,UNI001205,ME
Amanda Baker,UNI001206,ECE
Joseph Gonzales,UNI001207,ME
Jesse Gates,UNI001208,CHE
Lisa Hudson,UNI001209,ME
Linda Whitehead,UNI001210,ECE
Jason Hicks,UNI001211,BT
Noah Perry,UNI001212,CE
Maria Higgins,UNI001213,ME
Randall Schmitt,UNI001214,BT
Kimberly Gonzalez,UNI001215,ECE
Peter Brown,UNI001216,ECE
Linda Mendez,UNI001217,CE
David Dickson,UNI001218,PHM
Jenna Yates,UNI001219,CE
Dr. Scott Williams,UNI001220,CE
Susan Good,UNI001221,CE
Pamela Wright,UNI001222,CHE
Christopher Patterson,UNI001223,EE
John Skinner,UNI001224,CSE
Dr. Levi Hernandez,UNI001225,EE
Heidi Johnson,UNI001226,ECE
Mary Stephens,UNI001227,ECE
Michael Turner,UNI001228,CE
William Harper,UNI001229,CHE
Damon White,UNI001230,BT
Christine Roberts,UNI001231,EE
Tammy Jones,UNI001232,PHM
Dr. Kathleen Baker DDS,UNI001233,CSE
Charles Mitchell,UNI001234,CSE
Morgan Stewart,UNI001235,CHE
Daniel Pena MD,UNI001236,CE
Beth Gonzalez,UNI001237,ME
Anthony Mcintosh,UNI001238,PHM
Kristina Jones,UNI001239,CE
Michael Blackburn,UNI001240,ME
David Roman,UNI001241,CSE
William Richmond,UNI001242,CHE
Dustin Hayden,UNI001243,ECE
Sharon Bird,UNI001244,CE
Vicki Murray,UNI001245,PHM
Adrian Harris,UNI001246,ECE
Rickey Phillips,UNI001247,ECE
Katherine Richmond,UNI001248,CE
Nicole Price,UNI001249,ME
Cynthia Young,UNI001250,CHE
Christopher Shepherd,UNI001251,ECE
Charles Reynolds,UNI001252,ME
Lori Jones,UNI001253,PHM
Elizabeth Wright,UNI001254,CSE
Tanner Aguirre,UNI001255,ME
Brandon Beasley Jr.,UNI001256,CSE
Ronald Barnett,UNI001257,PHM
Henry Webb,UNI001258,ECE
Matthew Mckee,UNI001259,CE
Donna Elliott,UNI001260,EE
Alicia Haynes,UNI001261,CE
Matthew Preston,UNI001262,CSE
Tara Conley,UNI001263,ECE
Sally Merritt,UNI001264,CSE
Elizabeth Compton,UNI001265,PHM
Pamela Bates,UNI001266,PHM
Paul Richards,UNI001267,ECE
Natalie Reeves,UNI001268,BT
Stephanie Donovan,UNI001269,ECE
Alison Obrien,UNI001270,BT
Joshua Baker,UNI001271,CSE
Linda Weeks,UNI001272,BT
Michelle Richards,UNI001273,EE
Frances Davis,UNI001274,CE
Heather Ferguson,UNI001275,BT
Deanna Thompson,UNI001276,ME
Theresa Rojas,UNI001277,EE
Brent Bennett,UNI001278,CE
Brenda Cordova,UNI001279,ME
Donna Thompson,UNI001280,PHM
Michael Edwards,UNI001281,ECE
Richard Lane,UNI001282,BT
Jamie Hall,UNI001283,ECE
Jennifer Edwards,UNI001284,BT
Timothy Suarez,UNI001285,ECE
Matthew Bradley,UNI001286,CE
Angela Nunez,UNI001287,ECE
Cody Cline,UNI001288,BT
Michelle Olson,UNI001289,ECE
Katherine Morris,UNI001290,CSE
Mark Morgan,UNI001291,BT
Joseph Collins,UNI001292,PHM
Justin Powell,UNI001293,PHM
Wanda Castillo,UNI001294,ME
Gina Reese,UNI001295,EE
Steve Meyer,UNI001296,ME
Autumn Kennedy,UNI001297,CSE
Kayla Mccarty,UNI001298,CHE
Madison Jimenez,UNI001299,ECE
Samantha Murphy,UNI001300,CE
Michael Gonzales,UNI001301,CSE
Jade Morris,UNI001302,ECE
Adam Lopez,UNI001303,EE
Matthew Smith,UNI001304,CHE
Robert Hill,UNI001305,ME
Frank Torres,UNI001306,PHM
Karen Burke,UNI001307,ME
Crystal Thornton,UNI001308,BT
Sarah Brown,UNI001309,CE
Angela Mitchell,UNI001310,BT
Deborah Nichols,UNI001311,CSE
John Carroll,UNI001312,BT
Mary Miller,UNI001313,PHM
Michael Novak,UNI001314,BT
Charles Thomas,UNI001315,ME
Kimberly Collier,UNI001316,CE
Heather Mccann,UNI001317,ECE
Amy Hancock,UNI001318,CSE
Michael Case,UNI001319,ME
Patrick Dominguez,UNI001320,ECE
Amanda Ewing,UNI001321,CSE
Matthew Moore,UNI001322,CSE
Jose Anthony,UNI001323,CHE
Gerald Norman,UNI001324,CSE
Miranda Craig,UNI001325,CHE
Tina Coffey,UNI001326,CE
Daniel Ray,UNI001327,CE
Christine Cain,UNI001328,EE
John Jones,UNI001329,PHM
Austin Jackson,UNI001330,EE
Rebecca Monroe,UNI001331,PHM
Brett Thomas,UNI001332,EE
Sharon Soto,UNI001333,ECE
Frank Marshall,UNI001334,BT
Michael Yu,UNI001335,BT
Lacey Daniels,UNI001336,BT
Tyler Martin,UNI001337,ECE
Susan Ramos,UNI001338,CE
John Booker,UNI001339,EE
Elizabeth Strickland,UNI001340,CE
Catherine Jackson,UNI001341,ME
Mary Grant,UNI001342,CSE
Michael Smith,UNI001343,CE
Lauren Watson,UNI001344,CE
Chelsea Stein,UNI001345,CSE
James Thomas,UNI001346,ECE
Chad Thompson,UNI001347,CE
Crystal Harrell,UNI001348,CSE
Curtis Smith,UNI001349,EE
Michelle Norton,UNI001350,BT
Roger Cook,UNI001351,CHE
Anna White,UNI001352,PHM
Sharon Moore,UNI001353,CE
Thomas Harvey,UNI001354,CSE
Holly Rangel,UNI001355,CSE
Michelle Huynh,UNI001356,CHE
Brian Clark,UNI001357,BT
Luis Sloan,UNI001358,EE
Felicia Fernandez,UNI001359,ECE
Derrick Smith,UNI001360,ME
Sally Perez,UNI001361,ME
Robert Williams Jr.,UNI001362,BT
Lynn Brown,UNI001363,CE
Angelica Martinez,UNI001364,CSE
Amanda Mills,UNI001365,CHE
Sheri Moore,UNI001366,CSE
Tracy Rosales,UNI001367,CHE
David Murray,UNI001368,PHM
Terri Kelly PhD,UNI001369,ME
Jennifer Cox,UNI001370,CHE
Jeanette Reed,UNI001371,BT
Jessica Mccarthy,UNI001372,BT
Steven Logan,UNI001373,ECE
Tamara Murphy,UNI001374,CSE
Kimberly Hill,UNI001375,PHM
Carol Harris,UNI001376,CSE
Jennifer Thomas,UNI001377,ME
Shawn Lawson,UNI001378,ECE
Kathy Walker,UNI001379,CE
Kayla Gray,UNI001380,CSE
Cynthia Smith,UNI001381,ECE
Richard Hudson,UNI001382,CHE
Jacob Cervantes,UNI001383,CHE
Adrian Reid,UNI001384,ECE
Nicholas Ryan,UNI001385,CSE
Andrea Hatfield,UNI001386,PHM
Jessica Smith,UNI001387,EE
Katelyn Cunningham,UNI001388,BT
Jennifer Fischer,UNI001389,ME
Robert Russell,UNI001390,ECE
William Whitehead,UNI001391,ECE
Scott Barajas,UNI001392,CHE
Jocelyn Castaneda,UNI001393,BT
Eric Owen,UNI001394,CSE
John Petersen,UNI001395,ECE
Amy Williams,UNI001396,CHE
Michael Simpson,UNI001397,EE
Zachary Scott,UNI001398,CE
Jessica Holland,UNI001399,ECE
Christine Molina,UNI001400,BT
James Roberts,UNI001401,BT
Crystal Fox,UNI001402,CHE
Joseph Burton,UNI001403,CE
Mr. Juan Chang,UNI001404,CSE
James Jennings,UNI001405,CSE
Jeffery Martinez,UNI001406,BT
Joseph Gould,UNI001407,ECE
Jaime Hernandez,UNI001408,PHM
Jesse Walker,UNI001409,CE
Robert Washington,UNI001410,ECE
Jimmy Anderson,UNI001411,CHE
Daniel Ramos,UNI001412,ECE
Cathy Gomez,UNI001413,ECE
Terri Rowland,UNI001414,PHM
Amanda Buckley,UNI001415,ECE
Matthew Moore,UNI001416,BT
John Davis,UNI001417,ECE
Jesus Williams,UNI001418,CHE
Brittany Savage,UNI001419,EE
Kimberly Gillespie,UNI001420,ME
Sean Brown,UNI001421,EE
Ronald Chung,UNI001422,CSE
Elizabeth House,UNI001423,CSE
Todd Fuller,UNI001424,ME
Jeffery Clark,UNI001425,ECE
Ann Gallagher,UNI001426,CSE
Kimberly Smith,UNI001427,EE
Scott Coleman,UNI001428,ECE
Jesus Church,UNI001429,BT
Glenn Foster,UNI001430,CSE
Angelica Vang,UNI001431,CHE
Robert Davidson,UNI001432,ECE
David Brown,UNI001433,ECE
Phillip Mccullough,UNI001434,ME
Christina Gonzalez,UNI001435,CHE
David Fitzpatrick,UNI001436,PHM
Megan Parker,UNI001437,CE
John Graham,UNI001438,CSE
Sophia Howe,UNI001439,CE
Jason Johnson,UNI001440,EE
Jacqueline Guzman,UNI001441,ME
Deborah Stevenson,UNI001442,ECE
Derek Cain,UNI001443,ECE
Carla Stewart,UNI001444,PHM
Ricardo Jackson,UNI001445,PHM
Catherine Gomez,UNI001446,BT
Tanner Turner,UNI001447,EE
Denise Mason,UNI001448,CHE
Patricia Robles,UNI001449,CHE
Sharon Weber,UNI001450,ME
Alexandra Armstrong,UNI001451,EE
Brandi Lewis,UNI001452,CSE
Judy Cain,UNI001453,CHE
Brandy Hill,UNI001454,CE
Alexis Brown,UNI001455,ECE
Daniel Conley,UNI001456,CHE
Andrew Alvarez,UNI001457,CSE
Zachary Hart,UNI001458,ECE
Gabrielle Arellano,UNI001459,BT
Jessica Williams,UNI001460,PHM
Ryan Morris,UNI001461,EE
Kristen Sims,UNI001462,CE
Elizabeth Holland,UNI001463,EE
Anthony Kirby,UNI001464,BT
Terri Norris,UNI001465,CSE
Larry Anderson,UNI001466,CHE
Russell Soto,UNI001467,ECE
Cody White,UNI001468,ECE
Stephanie Hughes,UNI001469,PHM
Michael Roberson,UNI001470,PHM
Gary Small,UNI001471,ECE
Joanna Todd,UNI001472,EE
Leslie Young,UNI001473,BT
Alicia Morris,UNI001474,CHE
Jeremy Carpenter,UNI001475,ME
Jeremy Mejia,UNI001476,CSE
Valerie Simpson,UNI001477,CE
James Montes,UNI001478,CE
David Andrews,UNI001479,EE
Stephen Harrison,UNI001480,BT
Thomas Serrano,UNI001481,CHE
Nicole Pierce,UNI001482,CE
Amber Cummings,UNI001483,EE
Miranda Joyce,UNI001484,ME
John Campbell,UNI001485,EE
Crystal Cox,UNI001486,CHE
Tyrone Beard,UNI001487,CE
Melissa Rogers,UNI001488,CSE
Todd Diaz,UNI001489,CHE
Tyrone Mcknight,UNI001490,ME
Mrs. Maria Atkinson,UNI001491,PHM
Kathleen Meyer,UNI001492,ECE
David Miller,UNI001493,BT
Lauren Hampton,UNI001494,ECE
Kenneth Davis,UNI001495,CHE
Jacob Brown,UNI001496,BT
Erin Dickerson,UNI001497,PHM
Cheyenne Richards,UNI001498,CHE
Elizabeth Pearson,UNI001499,CHE
Susan Mason,UNI001500,ME
Michael Chang,UNI001501,CE
Jeremy Davis,UNI001502,ECE
Amanda Jenkins,UNI001503,ME
Patricia Lee,UNI001504,BT
Robin Cole,UNI001505,BT
Ann Morris,UNI001506,CHE
Rebecca Fox,UNI001507,CE
Angela Norris,UNI001508,CE
Christopher Parker,UNI001509,CSE
Mark Sanchez,UNI001510,ME
April Hays,UNI001511,ME
Christina Williams,UNI001512,CSE
Steven Oliver,UNI001513,CE
Angela Rose,UNI001514,EE
Kenneth Hernandez,UNI001515,ECE
Thomas Martin,UNI001516,BT
Judith Blair,UNI001517,BT
Kelly Green,UNI001518,EE
Laura Osborne,UNI001519,CE
Jacob Lee,UNI001520,ME
Jennifer Torres,UNI001521,EE
Mark Adams,UNI001522,ECE
Julia Bell,UNI001523,ECE
Christopher Matthews,UNI001524,BT
Adrienne Jackson,UNI001525,CHE
Robert Nunez,UNI001526,CE
Christine Mejia,UNI001527,CE
Courtney Nash,UNI001528,ME
Sara Macias,UNI001529,CHE
Lauren Mason,UNI001530,ME
William Baker,UNI001531,CE
Robert Jones,UNI001532,ME
Katherine Gentry,UNI001533,CHE
James Mullins,UNI001534,CHE
Chad Chan,UNI001535,ME
Lonnie Henry,UNI001536,CSE
Andrew Davenport,UNI001537,BT
Ashley Hill,UNI001538,CSE
David Williams,UNI001539,CHE
Monica Sims,UNI001540,CE
Brandy Bryant,UNI001541,PHM
Debra Booker,UNI001542,CSE
David Douglas,UNI001543,BT
Jennifer West,UNI001544,PHM
Amy Harmon,UNI001545,CSE
Robert Peterson,UNI001546,PHM
Cassidy Phillips,UNI001547,CE
Andrew Jordan,UNI001548,CSE
Justin Diaz,UNI001549,ME
Stephen Walker,UNI001550,CE
Kathryn Sawyer,UNI001551,CSE
Emma Lucas,UNI001552,ME
Frank Kim,UNI001553,EE
Frances Lopez,UNI001554,CSE
Blake Roberts,UNI001555,PHM
Crystal Lucero,UNI001556,PHM
Michael Davis,UNI001557,CE
Brian Rogers,UNI001558,BT
Meredith Acevedo,UNI001559,CE
Timothy Howard,UNI001560,CSE
